, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
63.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 23.006, 24.456, 24.414, 24.564, 24.564, 24.564, 24.642, 24.822, 25.493, 3.688, 4.611, 6.373, 6.853, 6.853, 6.853, 7.358, 9.194, 10.574, 1.378, 2.462, 4.756, 5.343, 5.343, 5.343, 5.977, 8.685, 10.629, 0.598, 0.690, 1.330, 0.745, 0.745, 0.745, 0.390, 0.794, 0.864, 16.338, 16.216, 16.635, 16.267, 16.267, 16.267, 15.710, 16.315, 16.144, 100.000, 99.999, 99.990, 99.999, 99.999, 99.999, 99.984, 99.996, 99.990
63.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.976, 24.414, 24.396, 24.528, 24.528, 24.528, 24.618, 24.768, 25.463, 3.641, 4.556, 6.322, 6.810, 6.810, 6.810, 7.325, 9.134, 10.531, 1.320, 2.399, 4.678, 5.280, 5.280, 5.280, 5.919, 8.607, 10.571, 0.596, 0.687, 1.327, 0.740, 0.740, 0.740, 0.388, 0.791, 0.860, 16.321, 16.201, 16.620, 16.251, 16.251, 16.251, 15.697, 16.299, 16.128, 100.000, 99.999, 99.990, 99.998, 99.998, 99.998, 99.983, 99.996, 99.990
63.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.935, 24.402, 24.354, 24.492, 24.492, 24.492, 24.606, 24.744, 25.433, 3.610, 4.504, 6.270, 6.775, 6.775, 6.775, 7.288, 9.105, 10.476, 1.283, 2.315, 4.599, 5.238, 5.238, 5.238, 5.862, 8.559, 10.492, 0.592, 0.683, 1.323, 0.738, 0.738, 0.738, 0.386, 0.789, 0.857, 16.304, 16.186, 16.605, 16.236, 16.236, 16.236, 15.685, 16.284, 16.114, 100.000, 99.999, 99.990, 99.998, 99.998, 99.998, 99.983, 99.996, 99.990
63.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.893, 24.336, 24.336, 24.480, 24.480, 24.480, 24.600, 24.714, 25.415, 3.575, 4.465, 6.225, 6.732, 6.732, 6.732, 7.241, 9.072, 10.434, 1.247, 2.273, 4.531, 5.175, 5.175, 5.175, 5.804, 8.528, 10.445, 0.590, 0.679, 1.316, 0.736, 0.736, 0.736, 0.385, 0.787, 0.854, 16.285, 16.170, 16.589, 16.219, 16.219, 16.219, 15.672, 16.269, 16.099, 100.000, 99.999, 99.990, 99.998, 99.998, 99.998, 99.983, 99.995, 99.989
63.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.875, 24.318, 24.301, 24.450, 24.450, 24.450, 24.588, 24.696, 25.391, 3.530, 4.416, 6.173, 6.692, 6.692, 6.692, 7.203, 9.027, 10.383, 1.189, 2.226, 4.484, 5.118, 5.118, 5.118, 5.741, 8.465, 10.340, 0.587, 0.676, 1.310, 0.732, 0.732, 0.732, 0.383, 0.784, 0.852, 16.267, 16.154, 16.574, 16.202, 16.202, 16.202, 15.657, 16.255, 16.082, 100.000, 99.999, 99.989, 99.998, 99.998, 99.998, 99.982, 99.995, 99.989
63.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.839, 24.295, 24.259, 24.438, 24.438, 24.438, 24.558, 24.678, 25.361, 3.484, 4.358, 6.151, 6.660, 6.660, 6.660, 7.162, 8.973, 10.315, 1.147, 2.142, 4.447, 5.065, 5.065, 5.065, 5.689, 8.371, 10.225, 0.582, 0.675, 1.305, 0.730, 0.730, 0.730, 0.380, 0.779, 0.849, 16.250, 16.136, 16.559, 16.186, 16.186, 16.186, 15.645, 16.239, 16.068, 100.000, 99.999, 99.989, 99.998, 99.998, 99.998, 99.982, 99.995, 99.989
63.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.821, 24.277, 24.229, 24.408, 24.408, 24.408, 24.510, 24.612, 25.337, 3.453, 4.300, 6.101, 6.602, 6.602, 6.602, 7.121, 8.926, 10.272, 1.126, 2.043, 4.395, 4.971, 4.971, 4.971, 5.631, 8.308, 10.168, 0.578, 0.674, 1.303, 0.726, 0.726, 0.726, 0.378, 0.775, 0.845, 16.233, 16.120, 16.544, 16.169, 16.169, 16.169, 15.631, 16.224, 16.052, 100.000, 99.999, 99.988, 99.998, 99.998, 99.998, 99.982, 99.995, 99.989
63.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.761, 24.247, 24.187, 24.372, 24.372, 24.372, 24.486, 24.582, 25.307, 3.420, 4.253, 6.072, 6.548, 6.548, 6.548, 7.080, 8.885, 10.230, 1.100, 1.970, 4.358, 4.903, 4.903, 4.903, 5.579, 8.250, 10.100, 0.574, 0.672, 1.296, 0.724, 0.724, 0.724, 0.376, 0.771, 0.841, 16.216, 16.104, 16.528, 16.153, 16.153, 16.153, 15.617, 16.210, 16.037, 100.000, 99.999, 99.988, 99.998, 99.998, 99.998, 99.981, 99.995, 99.989
63.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.719, 24.229, 24.157, 24.313, 24.313, 24.313, 24.474, 24.546, 25.265, 3.385, 4.193, 6.013, 6.513, 6.513, 6.513, 7.043, 8.827, 10.187, 1.058, 1.902, 4.259, 4.845, 4.845, 4.845, 5.521, 8.172, 10.026, 0.573, 0.668, 1.293, 0.719, 0.719, 0.719, 0.375, 0.768, 0.839, 16.199, 16.088, 16.512, 16.137, 16.137, 16.137, 15.604, 16.194, 16.022, 100.000, 99.999, 99.987, 99.997, 99.997, 99.997, 99.980, 99.994, 99.989
64.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.659, 24.169, 24.133, 24.259, 24.259, 24.259, 24.456, 24.480, 25.241, 3.350, 4.164, 5.959, 6.460, 6.460, 6.460, 6.993, 8.788, 10.154, 1.032, 1.865, 4.180, 4.793, 4.793, 4.793, 5.443, 8.114, 9.974, 0.571, 0.664, 1.287, 0.716, 0.716, 0.716, 0.375, 0.763, 0.834, 16.181, 16.070, 16.495, 16.121, 16.121, 16.121, 15.591, 16.179, 16.007, 100.000, 99.999, 99.987, 99.997, 99.997, 99.997, 99.978, 99.994, 99.989
64.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.641, 24.139, 24.115, 24.235, 24.235, 24.235, 24.426, 24.444, 25.211, 3.299, 4.098, 5.924, 6.408, 6.408, 6.408, 6.948, 8.745, 10.103, 0.959, 1.792, 4.144, 4.741, 4.741, 4.741, 5.375, 8.057, 9.885, 0.567, 0.661, 1.281, 0.713, 0.713, 0.713, 0.372, 0.760, 0.830, 16.166, 16.052, 16.478, 16.105, 16.105, 16.105, 15.577, 16.165, 15.992, 100.000, 99.999, 99.986, 99.997, 99.997, 99.997, 99.978, 99.993, 99.989
64.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.611, 24.103, 24.109, 24.217, 24.217, 24.217, 24.402, 24.408, 25.157, 3.247, 4.059, 5.891, 6.350, 6.350, 6.350, 6.907, 8.685, 10.057, 0.911, 1.750, 4.091, 4.657, 4.657, 4.657, 5.301, 7.941, 9.811, 0.566, 0.657, 1.274, 0.710, 0.710, 0.710, 0.371, 0.757, 0.828, 16.149, 16.035, 16.462, 16.089, 16.089, 16.089, 15.562, 16.149, 15.977, 100.000, 99.999, 99.986, 99.997, 99.997, 99.997, 99.977, 99.993, 99.989
64.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.575, 24.067, 24.049, 24.187, 24.187, 24.187, 24.360, 24.360, 25.127, 3.214, 4.014, 5.817, 6.307, 6.307, 6.307, 6.864, 8.652, 10.008, 0.875, 1.687, 3.992, 4.578, 4.578, 4.578, 5.249, 7.889, 9.733, 0.563, 0.655, 1.268, 0.707, 0.707, 0.707, 0.369, 0.755, 0.827, 16.131, 16.018, 16.447, 16.074, 16.074, 16.074, 15.549, 16.133, 15.962, 100.000, 99.998, 99.986, 99.997, 99.997, 99.997, 99.976, 99.992, 99.988
64.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.551, 24.007, 24.007, 24.157, 24.157, 24.157, 24.324, 24.336, 25.103, 3.181, 3.975, 5.759, 6.262, 6.262, 6.262, 6.806, 8.625, 9.954, 0.833, 1.640, 3.897, 4.510, 4.510, 4.510, 5.149, 7.847, 9.660, 0.561, 0.651, 1.265, 0.705, 0.705, 0.705, 0.368, 0.751, 0.821, 16.113, 16.003, 16.431, 16.058, 16.058, 16.058, 15.534, 16.117, 15.946, 100.000, 99.998, 99.985, 99.997, 99.997, 99.997, 99.975, 99.992, 99.988
64.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.521, 23.977, 23.947, 24.133, 24.133, 24.133, 24.301, 24.301, 25.067, 3.134, 3.931, 5.724, 6.221, 6.221, 6.221, 6.771, 8.568, 9.905, 0.812, 1.566, 3.834, 4.432, 4.432, 4.432, 5.092, 7.742, 9.586, 0.559, 0.649, 1.259, 0.700, 0.700, 0.700, 0.367, 0.748, 0.815, 16.096, 15.986, 16.415, 16.042, 16.042, 16.042, 15.521, 16.100, 15.930, 100.000, 99.998, 99.985, 99.997, 99.997, 99.997, 99.974, 99.992, 99.988
64.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.485, 23.941, 23.905, 24.091, 24.091, 24.091, 24.271, 24.283, 25.019, 3.105, 3.884, 5.662, 6.171, 6.171, 6.171, 6.719, 8.537, 9.864, 0.791, 1.519, 3.766, 4.353, 4.353, 4.353, 5.013, 7.695, 9.534, 0.556, 0.646, 1.253, 0.697, 0.697, 0.697, 0.365, 0.744, 0.813, 16.080, 15.970, 16.399, 16.025, 16.025, 16.025, 15.507, 16.085, 15.915, 100.000, 99.998, 99.984, 99.997, 99.997, 99.997, 99.974, 99.992, 99.987
64.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.431, 23.899, 23.875, 24.061, 24.061, 24.061, 24.259, 24.253, 24.990, 3.066, 3.828, 5.633, 6.130, 6.130, 6.130, 6.684, 8.504, 9.810, 0.754, 1.456, 3.719, 4.295, 4.295, 4.295, 4.961, 7.643, 9.439, 0.552, 0.643, 1.249, 0.694, 0.694, 0.694, 0.363, 0.740, 0.811, 16.063, 15.953, 16.383, 16.008, 16.008, 16.008, 15.493, 16.069, 15.900, 100.000, 99.998, 99.984, 99.997, 99.997, 99.997, 99.973, 99.992, 99.987
64.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.389, 23.857, 23.791, 24.013, 24.013, 24.013, 24.253, 24.211, 24.948, 3.033, 3.777, 5.588, 6.070, 6.070, 6.070, 6.620, 8.450, 9.746, 0.723, 1.388, 3.641, 4.222, 4.222, 4.222, 4.887, 7.543, 9.335, 0.551, 0.637, 1.246, 0.691, 0.691, 0.691, 0.361, 0.738, 0.805, 16.047, 15.939, 16.366, 15.991, 15.991, 15.991, 15.477, 16.054, 15.886, 100.000, 99.998, 99.984, 99.997, 99.997, 99.997, 99.972, 99.992, 99.987
64.900, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 22.359, 23.833, 23.743, 23.989, 23.989, 23.989, 24.217, 24.193, 24.918, 3.006, 3.727, 5.543, 6.021, 6.021, 6.021, 6.571, 8.405, 9.686, 0.697, 1.351, 3.562, 4.149, 4.149, 4.149, 4.819, 7.475, 9.256, 0.549, 0.635, 1.243, 0.685, 0.685, 0.685, 0.359, 0.737, 0.804, 16.030, 15.923, 16.347, 15.976, 15.976, 15.976, 15.463, 16.037, 15.870, 100.000, 99.998, 99.983, 99.997, 99.997, 99.997, 99.972, 99.992, 99.987
65.000, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.341, 23.797, 23.707, 23.953, 23.953, 23.953, 24.187, 24.175, 24.912, 2.975, 3.674, 5.493, 5.982, 5.982, 5.982, 6.524, 8.357, 9.637, 0.655, 1.289, 3.483, 4.086, 4.086, 4.086, 4.756, 7.417, 9.178, 0.545, 0.633, 1.240, 0.684, 0.684, 0.684, 0.356, 0.735, 0.801, 16.012, 15.905, 16.330, 15.960, 15.960, 15.960, 15.449, 16.021, 15.855, 100.000, 99.998, 99.983, 99.997, 99.997, 99.997, 99.970, 99.992, 99.987
65.100, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.323, 23.761, 23.677, 23.929, 23.929, 23.929, 24.169, 24.133, 24.894, 2.932, 3.614, 5.446, 5.932, 5.932, 5.932, 6.451, 8.306, 9.594, 0.618, 1.210, 3.431, 4.018, 4.018, 4.018, 4.678, 7.355, 9.099, 0.539, 0.629, 1.236, 0.679, 0.679, 0.679, 0.354, 0.732, 0.799, 15.993, 15.889, 16.313, 15.942, 15.942, 15.942, 15.435, 16.005, 15.838, 100.000, 99.998, 99.983, 99.997, 99.997, 99.997, 99.969, 99.992, 99.986
65.200, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.275, 23.743, 23.635, 23.887, 23.887, 23.887, 24.157, 24.115, 24.852, 2.897, 3.573, 5.384, 5.897, 5.897, 5.897, 6.404, 8.256, 9.542, 0.602, 1.152, 3.358, 3.981, 3.981, 3.981, 4.605, 7.281, 9.036, 0.536, 0.625, 1.233, 0.675, 0.675, 0.675, 0.353, 0.728, 0.796, 15.975, 15.873, 16.295, 15.926, 15.926, 15.926, 15.421, 15.989, 15.824, 99.999, 99.998, 99.982, 99.997, 99.997, 99.997, 99.968, 99.992, 99.986
65.300, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.252, 23.695, 23.618, 23.863, 23.863, 23.863, 24.133, 24.073, 24.792, 2.854, 3.515, 5.341, 5.856, 5.856, 5.856, 6.344, 8.207, 9.493, 0.571, 1.100, 3.305, 3.908, 3.908, 3.908, 4.521, 7.197, 8.968, 0.533, 0.621, 1.230, 0.673, 0.673, 0.673, 0.350, 0.726, 0.791, 15.957, 15.857, 16.278, 15.910, 15.910, 15.910, 15.406, 15.971, 15.809, 99.999, 99.997, 99.982, 99.997, 99.997, 99.997, 99.967, 99.992, 99.986
65.400, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.204, 23.659, 23.582, 23.815, 23.815, 23.815, 24.097, 24.037, 24.780, 2.817, 3.470, 5.304, 5.821, 5.821, 5.821, 6.299, 8.145, 9.437, 0.529, 1.063, 3.248, 3.861, 3.861, 3.861, 4.463, 7.108, 8.869, 0.531, 0.619, 1.226, 0.670, 0.670, 0.670, 0.349, 0.723, 0.787, 15.939, 15.838, 16.260, 15.895, 15.895, 15.895, 15.391, 15.956, 15.794, 99.999, 99.997, 99.981, 99.997, 99.997, 99.997, 99.967, 99.992, 99.985
65.500, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.150, 23.635, 23.540, 23.791, 23.791, 23.791, 24.067, 24.019, 24.738, 2.773, 3.420, 5.271, 5.778, 5.778, 5.778, 6.254, 8.100, 9.386, 0.487, 1.006, 3.195, 3.798, 3.798, 3.798, 4.395, 7.051, 8.779, 0.526, 0.617, 1.221, 0.668, 0.668, 0.668, 0.347, 0.720, 0.785, 15.920, 15.821, 16.242, 15.879, 15.879, 15.879, 15.377, 15.941, 15.778, 99.999, 99.997, 99.981, 99.997, 99.997, 99.997, 99.966, 99.992, 99.985
65.600, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.126, 23.600, 23.516, 23.755, 23.755, 23.755, 24.055, 24.007, 24.696, 2.736, 3.359, 5.219, 5.722, 5.722, 5.722, 6.212, 8.065, 9.351, 0.445, 0.932, 3.117, 3.724, 3.724, 3.724, 4.332, 6.993, 8.732, 0.524, 0.615, 1.218, 0.665, 0.665, 0.665, 0.346, 0.716, 0.782, 15.901, 15.804, 16.223, 15.863, 15.863, 15.863, 15.363, 15.926, 15.763, 99.999, 99.997, 99.980, 99.997, 99.997, 99.997, 99.965, 99.991, 99.984
65.700, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.102, 23.570, 23.486, 23.719, 23.719, 23.719, 24.025, 23.995, 24.672, 2.699, 3.311, 5.159, 5.670, 5.670, 5.670, 6.138, 8.005, 9.293, 0.414, 0.880, 3.002, 3.641, 3.641, 3.641, 4.217, 6.904, 8.638, 0.522, 0.613, 1.214, 0.660, 0.660, 0.660, 0.343, 0.713, 0.776, 15.880, 15.788, 16.206, 15.846, 15.846, 15.846, 15.347, 15.909, 15.749, 99.999, 99.997, 99.979, 99.996, 99.996, 99.996, 99.965, 99.991, 99.984
65.800, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 22.084, 23.546, 23.456, 23.701, 23.701, 23.701, 24.013, 23.953, 24.654, 2.660, 3.268, 5.122, 5.617, 5.617, 5.617, 6.091, 7.962, 9.235, 0.382, 0.843, 2.970, 3.557, 3.557, 3.557, 4.149, 6.841, 8.549, 0.520, 0.608, 1.210, 0.655, 0.655, 0.655, 0.343, 0.709, 0.773, 15.863, 15.771, 16.190, 15.829, 15.829, 15.829, 15.331, 15.893, 15.732, 99.999, 99.997, 99.979, 99.996, 99.996, 99.996, 99.965, 99.991, 99.984
65.900, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 22.060, 23.522, 23.450, 23.677, 23.677, 23.677, 23.953, 23.923, 24.624, 2.623, 3.206, 5.069, 5.574, 5.574, 5.574, 6.052, 7.912, 9.192, 0.356, 0.786, 2.907, 3.499, 3.499, 3.499, 4.065, 6.757, 8.470, 0.520, 0.604, 1.207, 0.655, 0.655, 0.655, 0.341, 0.704, 0.770, 15.844, 15.753, 16.172, 15.813, 15.813, 15.813, 15.317, 15.877, 15.715, 99.999, 99.997, 99.978, 99.996, 99.996, 99.996, 99.963, 99.991, 99.984
66.000, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 22.012, 23.480, 23.426, 23.653, 23.653, 23.653, 23.923, 23.887, 24.588, 2.590, 3.140, 5.009, 5.502, 5.502, 5.502, 6.013, 7.873, 9.126, 0.346, 0.739, 2.829, 3.400, 3.400, 3.400, 3.992, 6.705, 8.355, 0.517, 0.600, 1.202, 0.652, 0.652, 0.652, 0.340, 0.698, 0.767, 15.826, 15.736, 16.156, 15.798, 15.798, 15.798, 15.301, 15.859, 15.699, 99.999, 99.997, 99.978, 99.995, 99.995, 99.995, 99.963, 99.991, 99.983
66.100, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.982, 23.456, 23.402, 23.594, 23.594, 23.594, 23.875, 23.875, 24.558, 2.534, 3.076, 4.970, 5.458, 5.458, 5.458, 5.945, 7.818, 9.068, 0.309, 0.686, 2.776, 3.342, 3.342, 3.342, 3.913, 6.632, 8.287, 0.514, 0.596, 1.195, 0.651, 0.651, 0.651, 0.339, 0.696, 0.765, 15.807, 15.718, 16.139, 15.779, 15.779, 15.779, 15.287, 15.844, 15.684, 99.999, 99.997, 99.977, 99.995, 99.995, 99.995, 99.961, 99.991, 99.983
66.200, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.922, 23.420, 23.384, 23.552, 23.552, 23.552, 23.857, 23.851, 24.552, 2.506, 3.052, 4.920, 5.390, 5.390, 5.390, 5.889, 7.768, 9.019, 0.288, 0.660, 2.719, 3.243, 3.243, 3.243, 3.840, 6.564, 8.219, 0.511, 0.594, 1.193, 0.648, 0.648, 0.648, 0.337, 0.693, 0.761, 15.790, 15.700, 16.121, 15.760, 15.760, 15.760, 15.272, 15.828, 15.668, 99.999, 99.997, 99.976, 99.995, 99.995, 99.995, 99.960, 99.991, 99.983
66.300, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.904, 23.408, 23.360, 23.516, 23.516, 23.516, 23.827, 23.827, 24.504, 2.471, 2.998, 4.877, 5.343, 5.343, 5.343, 5.842, 7.700, 8.947, 0.262, 0.608, 2.635, 3.174, 3.174, 3.174, 3.756, 6.454, 8.140, 0.507, 0.592, 1.189, 0.644, 0.644, 0.644, 0.336, 0.689, 0.758, 15.772, 15.683, 16.104, 15.743, 15.743, 15.743, 15.257, 15.811, 15.652, 99.998, 99.997, 99.976, 99.994, 99.994, 99.994, 99.958, 99.990, 99.983
66.400, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.862, 23.396, 23.342, 23.474, 23.474, 23.474, 23.791, 23.797, 24.486, 2.425, 2.932, 4.826, 5.283, 5.283, 5.283, 5.800, 7.653, 8.872, 0.236, 0.519, 2.551, 3.112, 3.112, 3.112, 3.698, 6.370, 8.015, 0.504, 0.590, 1.183, 0.643, 0.643, 0.643, 0.335, 0.686, 0.755, 15.752, 15.666, 16.087, 15.727, 15.727, 15.727, 15.242, 15.794, 15.635, 99.998, 99.997, 99.976, 99.994, 99.994, 99.994, 99.958, 99.990, 99.983
66.500, 100.000, 100.000, 99.998, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.838, 23.354, 23.306, 23.438, 23.438, 23.438, 23.761, 23.767, 24.450, 2.378, 2.879, 4.772, 5.244, 5.244, 5.244, 5.765, 7.624, 8.802, 0.215, 0.492, 2.488, 3.043, 3.043, 3.043, 3.651, 6.333, 7.889, 0.502, 0.587, 1.180, 0.640, 0.640, 0.640, 0.332, 0.683, 0.752, 15.733, 15.649, 16.070, 15.710, 15.710, 15.710, 15.227, 15.778, 15.618, 99.998, 99.997, 99.976, 99.994, 99.994, 99.994, 99.957, 99.990, 99.983
66.600, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.820, 23.306, 23.288, 23.426, 23.426, 23.426, 23.743, 23.743, 24.432, 2.335, 2.815, 4.714, 5.188, 5.188, 5.188, 5.701, 7.587, 8.739, 0.199, 0.440, 2.410, 2.970, 2.970, 2.970, 3.573, 6.265, 7.784, 0.499, 0.584, 1.177, 0.637, 0.637, 0.637, 0.331, 0.680, 0.750, 15.715, 15.635, 16.052, 15.694, 15.694, 15.694, 15.213, 15.761, 15.603, 99.998, 99.997, 99.975, 99.994, 99.994, 99.994, 99.955, 99.989, 99.982
66.700, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.790, 23.276, 23.276, 23.402, 23.402, 23.402, 23.737, 23.731, 24.420, 2.316, 2.763, 4.677, 5.141, 5.141, 5.141, 5.656, 7.537, 8.679, 0.189, 0.419, 2.357, 2.913, 2.913, 2.913, 3.520, 6.155, 7.690, 0.497, 0.582, 1.174, 0.637, 0.637, 0.637, 0.330, 0.676, 0.748, 15.694, 15.619, 16.035, 15.675, 15.675, 15.675, 15.198, 15.743, 15.586, 99.998, 99.997, 99.975, 99.994, 99.994, 99.994, 99.954, 99.989, 99.981
66.800, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.760, 23.240, 23.234, 23.390, 23.390, 23.390, 23.719, 23.695, 24.372, 2.283, 2.710, 4.595, 5.067, 5.067, 5.067, 5.602, 7.506, 8.629, 0.168, 0.388, 2.268, 2.782, 2.782, 2.782, 3.457, 6.092, 7.617, 0.494, 0.580, 1.167, 0.634, 0.634, 0.634, 0.328, 0.671, 0.746, 15.676, 15.601, 16.018, 15.659, 15.659, 15.659, 15.182, 15.727, 15.571, 99.998, 99.997, 99.974, 99.994, 99.994, 99.994, 99.953, 99.989, 99.981
66.900, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.724, 23.198, 23.216, 23.366, 23.366, 23.366, 23.689, 23.659, 24.348, 2.242, 2.654, 4.543, 5.013, 5.013, 5.013, 5.539, 7.436, 8.563, 0.141, 0.367, 2.195, 2.713, 2.713, 2.713, 3.337, 5.993, 7.501, 0.492, 0.577, 1.163, 0.633, 0.633, 0.633, 0.327, 0.667, 0.744, 15.658, 15.584, 16.000, 15.643, 15.643, 15.643, 15.167, 15.711, 15.555, 99.998, 99.997, 99.973, 99.994, 99.994, 99.994, 99.952, 99.989, 99.981
67.000, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.682, 23.156, 23.180, 23.336, 23.336, 23.336, 23.653, 23.641, 24.301, 2.201, 2.596, 4.482, 4.962, 4.962, 4.962, 5.485, 7.385, 8.514, 0.136, 0.335, 2.116, 2.651, 2.651, 2.651, 3.258, 5.914, 7.423, 0.489, 0.574, 1.158, 0.629, 0.629, 0.629, 0.324, 0.664, 0.739, 15.641, 15.566, 15.981, 15.627, 15.627, 15.627, 15.151, 15.694, 15.539, 99.998, 99.996, 99.972, 99.993, 99.993, 99.993, 99.950, 99.989, 99.981
67.100, 100.000, 100.000, 99.996, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 21.658, 23.102, 23.156, 23.306, 23.306, 23.306, 23.618, 23.612, 24.271, 2.149, 2.532, 4.395, 4.906, 4.906, 4.906, 5.425, 7.337, 8.448, 0.126, 0.293, 1.985, 2.572, 2.572, 2.572, 3.174, 5.846, 7.328, 0.486, 0.574, 1.153, 0.626, 0.626, 0.626, 0.322, 0.663, 0.736, 15.621, 15.549, 15.962, 15.610, 15.610, 15.610, 15.136, 15.677, 15.523, 99.997, 99.996, 99.971, 99.993, 99.993, 99.993, 99.949, 99.989, 99.981
